urdu,roman
جنوں کار فرما ہوا چاہتا ہے قدم دشت پیما ہوا چاہتا ہے دم گریہ کس کا تصور ہے دل میں کہ اشک اشک دریا ہوا چاہتا ہے خط انے لگے شکوہ امیز ان کے ملاپ ان سے گویا ہوا چاہتا ہے بہت کام لینے تھے جس دل سے ہم کو وہ صرف تمنا ہوا چاہتا ہے ابھی لینے پائے نہیں دم جہاں میں اجل کا تقاضا ہوا چاہتا ہے مجھے کل کے وعدے پہ کرتے ہیں رخصت کوئی وعدہ پورا ہوا چاہتا ہے فزوں تر ہے کچھ ان دنوں ذوق عصیاں در رحمت اب وا ہوا چاہتا ہے قلق گر یہی ہے تو راز نہانی کوئی دن میں رسوا ہوا چاہتا ہے وفا شرط الفت ہے لیکن کہاں تک? دل اپنا بھی تجھ سا ہوا چاہتا ہے بہت حظ اٹھاتا ہے دل تجھ سے مل کر قلق دیکھیے کیا ہوا چاہتا ہے غم رشک کو تلخ سمجھے تھے ہمدم سو وہ بھی گوارا ہوا چاہتا ہے بہت چین سے دن گزرتے ہیں حالیؔ کوئی فتنہ برپا ہوا چاہتا ہے,jun k r farm hu ch ht hai qadam dasht paim hu ch ht hai dam e girya kis k tasavvur hai dil me ki ashk ashk dariy hu ch ht hai hat aane lage shikva mez un ke mil p un se goy hu ch ht hai bahut kaam lene the jis dil se ham ko vo sarf e tamann hu ch ht hai abh lene paa.e nah dam jah me ajal k taq z hu ch ht hai mujhe kal ke vaade pe karte hai ru hsat ko va.ada puur hu ch ht hai fuz tar hai kuchh in dino zauq e isy dar e rahmat ab v hu ch ht hai qalaq gar yah hai to r z e nih n ko din me rusv hu ch ht hai vaf shart e ulfat hai lekin kah tak dil apn bh tujh s hu ch ht hai bahut haz uth t hai dil tujh se mil kar qalaq dekhiye ky hu ch ht hai ham e rashk ko tal h samjhe the hamdam so vo bh gav r hu ch ht hai bahut chain se din guzarte hai 'h l ' ko fitna barp hu ch ht hai
ہے جستجو کہ خوب سے ہے خوب تر کہاں اب ٹھہرتی ہے دیکھیے جا کر نظر کہاں ہیں دور جام اول شب میں خودی سے دور ہوتی ہے اج دیکھیے ہم کو سحر کہاں یا رب اس اختلاط کا انجام ہو بخیر تھا اس کو ہم سے ربط مگر اس قدر کہاں اک عمر چاہیئے کہ گوارا ہو نیش عشق رکھی ہے اج لذت زخم جگر کہاں بس ہو چکا بیاں کسل و رنج راہ کا خط کا مرے جواب ہے اے نامہ بر کہاں کون و مکاں سے ہے دل وحشی کنارہ گیر اس خانماں خراب نے ڈھونڈا ہے گھر کہاں ہم جس پہ مر رہے ہیں وہ ہے بات ہی کچھ اور عالم میں تجھ سے لاکھ سہی تو مگر کہاں ہوتی نہیں قبول دعا ترک عشق کی دل چاہتا نہ ہو تو زباں میں اثر کہاں حالیؔ نشاط نغمہ و مے ڈھونڈھتے ہو اب ائے ہو وقت صبح رہے رات بھر کہاں,hai justuj ki huub se hai h b tar kah ab thahart hai dekhiye j kar nazar kah hai daur e j m e avval e shab me hud se duur hot hai aaj dekhiye ham ko sahar kah y rab is i htil t k anj m ho ba hair th us ko ham se rabt magar is qadar kah ik umr ch hiye ki gav r ho n sh e ishq rakkh hai aaj lazzat e za hm e jigar kah bas ho chuk bay kasal o ranj e r h k hat k mire jav b hai ai n ma bar kah kaun o mak se hai dil e vahsh kan ra g r is h num har b ne dh d hai ghar kah ham jis pe mar rahe hai vo hai baat h kuchh aur aalam me tujh se laakh sah t magar kah hot nah qub l du tark e ishq k dil ch ht na ho to zab me asar kah 'h l ' nash t e na hma o mai dh dhte ho ab aa.e ho vaqt e sub.h rahe raat bhar kah
عشق کو ترک جنوں سے کیا غرض چرخ گرداں کو سکوں سے کیا غرض دل میں ہے اے خضر گر صدق طلب راہرو کو رہنموں سے کیا غرض حاجیو ہے ہم کو گھر والے سے کام گھر کے محراب و ستوں سے کیا غرض گنگنا کر اپ رو پڑتے ہیں جو ان کو چنگ و ارغنوں سے کیا غرض نیک کہنا نیک جس کو دیکھنا ہم کو تفتیش دروں سے کیا غرض دوست ہیں جب زخم دل سے بے خبر ان کو اپنے اشک خوں سے کیا غرض عشق سے ہے مجتنب زاہد عبث شیر کو صید زبوں سے کیا غرض کر چکا جب شیخ تسخیر قلوب اب اسے دنیائے دوں سے کیا غرض ائے ہو حالیؔ پئے تسلیم یاں اپ کو چون و چگوں سے کیا غرض,ishq ko tark e jun se ky haraz char h e gard ko suk se ky haraz dil me hai ai hizr gar sidaq e talab r h rau ko rah numo se ky haraz h jiyo hai ham ko ghar vaale se kaam ghar ke mehr b o sut se ky haraz gungun kar aap ro pa te hai jo un ko cha g o ar han se ky haraz nek kahn nek jis ko dekhn ham ko taft sh e dar se ky haraz dost hai jab za hm e dil se be habar un ko apne ashk e h se ky haraz ishq se hai mujtanib z hid abas sher ko said e zab se ky haraz kar chuk jab shai h tas h r e qul b ab use duniy e d se ky haraz aa.e ho 'h l ' pa.e tasl m yaa aap ko ch n o chag se ky haraz
دھوم تھی اپنی پارسائی کی کی بھی اور کس سے اشنائی کی کیوں بڑھاتے ہو اختلاط بہت ہم کو طاقت نہیں جدائی کی منہ کہاں تک چھپاؤ گے ہم سے تم کو عادت ہے خود نمائی کی لاگ میں ہیں لگاؤ کی باتیں صلح میں چھیڑ ہے لڑائی کی ملتے غیروں سے ہو ملو لیکن ہم سے باتیں کرو صفائی کی دل رہا پائے بند الفت دام تھی عبث ارزو رہائی کی دل بھی پہلو میں ہو تو یاں کس سے رکھئے امید دل ربائی کی شہر و دریا سے باغ و صحرا سے بو نہیں اتی اشنائی کی نہ ملا کوئی غارت ایماں رہ گئی شرم پارسائی کی بخت ہم داستانی شیدا تو نے اخر کو نارسائی کی صحبت گاہ گاہی رشکی تو نے بھی ہم سے بے وفائی کی موت کی طرح جس سے ڈرتے تھے ساعت ا پہنچی اس جدائی کی زندہ پھرنے کی ہے ہوس حالیؔ انتہا ہے یہ بے حیائی کی,dhuum th apn p rs . k k bh aur kis se shn . k kyuu ba h te ho i htil t bahut ham ko t qat nah jud . k mu h kah tak chhup oge ham se tum ko aadat hai hud num . k laag me hai lag o k b te sulh me chhe hai la . k milte hairo se ho milo lekin ham se b te karo saf . k dil rah p e band e ulfat e d m th abas aarz rih . k dil bh pahl me ho to yaa kis se rakhiye umm d dilrub . k shahr o dariy se baa h o sahr se b nah aat shn . k na mil ko h rat e m rah ga. sharm p rs . k ba ht e ham dast ni e shaid t ne hir ko n ras . k sohbat e g h g hi e rashk t ne bh ham se bevaf . k maut k tarah jis se darte the saa.at aa pahu ch us jud . k zinda phirne k hai havas 'h l ' intih hai ye be hay . k
دل کو درد اشنا کیا تو نے درد دل کو دوا کیا تو نے طبع انساں کو دی سرشت وفا خاک کو کیمیا کیا تو نے وصل جاناں محال ٹھہرایا قتل عاشق روا کیا تو نے تھا نہ جز غم بساط عاشق میں غم کو راحت فزا کیا تو نے جان تھی اک وبال فرقت میں شوق کو جاں گزا کیا تو نے تھی محبت میں ننگ منت غیر جذب دل کو رسا کیا تو نے راہ زاہد کو جب کہیں نہ ملی در مے خانہ وا کیا تو نے قطع ہونے ہی جب لگا پیوند غیر کو اشنا کیا تو نے تھی جہاں کارواں کو دینی راہ عشق کو رہنما کیا تو نے ناؤ بھر کر جہاں ڈبونی تھی عقل کو ناخدا کیا تو نے بڑھ گئی جب پدر کو مہر پسر اس کو اس سے جدا کیا تو نے جب ہوا ملک و مال رہزن ہوش بادشہ کو گدا کیا تو نے جب ملی کام جاں کو لذت درد درد کو بے دوا کیا تو نے جب دیا راہرو کو ذوق طلب سعی کو نارسا کیا تو نے پردۂ چشم تھے حجاب بہت حسن کو خود نما کیا تو نے عشق کو تاب انتظار نہ تھی غرفہ اک دل میں وا کیا تو نے حرم اباد اور دیر خراب جو کیا سب بجا کیا تو نے سخت افسردہ طبع تھی احباب ہم کو جادو نوا کیا تو نے پھر جو دیکھا تو کچھ نہ تھا یا رب کون پوچھے کہ کیا کیا تو نے حالیؔ اٹھا ہلا کے محفل کو اخر اپنا کہا کیا تو نے,dil ko dard shn kiy t ne dard e dil ko dav kiy t ne tab e ins ko d sirisht e vaf haak ko k miy kiy t ne vasl e j n muh l thahr y qatl e shiq rav kiy t ne th na juz ham bis t e shiq me ham ko r hat faz kiy t ne jaan th ik vab l furqat me shauq ko j guz kiy t ne th mohabbat me na g minnat e hair jazb e dil ko ras kiy t ne raah z hid ko jab kah na mil dar e mai h na v kiy t ne qat.a hone h jab lag paivand hair ko shn kiy t ne th jah k rv ko den raah ishq ko rahnum kiy t ne naav bhar kar jah dubon th aql ko n hud kiy t ne ba h ga. jab pidar ko mehr e pisar us ko us se jud kiy t ne jab hu mulk o maal rahzan e hosh b dshah ko gad kiy t ne jab mil k m e j ko lazzat e dard dard ko be dav kiy t ne jab diy r h rau ko zauq e talab sa. ko n ras kiy t ne parda e chashm the hij b bahut husn ko hud num kiy t ne ishq ko t b e intiz r na th hurfa ik dil me v kiy t ne haram b d aur dair har b jo kiy sab baj kiy t ne sa ht afsurda tab.a th ahb b ham ko jaad nav kiy t ne phir jo dekh to kuchh na th y rab kaun p chhe ki ky kiy t ne 'h l ' utth hil ke mahfil ko hir apn kah kiy t ne
کبک و قمری میں ہے جھگڑا کہ چمن کس کا ہے کل بتا دے گی خزاں یہ کہ وطن کس کا ہے فیصلہ گردش دوراں نے کیا ہے سو بار مرو کس کا ہے بدخشان و ختن کس کا ہے دم سے یوسف کے جب اباد تھا یعقوب کا گھر چرخ کہتا تھا کہ یہ بیت حزن کس کا ہے مطمئن اس سے مسلماں نہ مسیحی نہ یہود دوست کیا جانئے یہ چرخ کہن کس کا ہے واعظ اک عیب سے تو پاک ہے یا ذات خدا ورنہ بے عیب زمانہ میں چلن کس کا ہے اج کچھ اور دنوں سے ہے سوا استغراق عزم تسخیر پھر اے شیخ زمن کس کا ہے انکھ پڑتی ہے ہر اک اہل نظر کی تم پر تم میں روپ اے گل و نسرین و سمن کس کا ہے عشق ادھر عقل ادھر دھن میں چلے ہیں تیری رستہ اب دیکھیے دونوں میں کٹھن کس کا ہے شان دیکھی نہیں گر تو نے چمن میں اس کی ولولہ تجھ میں یہ اے مرغ چمن کس کا ہے ہیں فصاحت میں مثل واعظ و حالیؔ دونوں دیکھنا یہ ہے کہ بے لاگ سخن کس کا ہے,kabk o qumr me hai jhag ki chaman kis k hai kal bat deg hiz ye ki vatan kis k hai faisla gardish e daur ne kiy hai sau baar marv kis k hai bada hsh n o hutan kis k hai dam se y suf ke jab b d th y q b k ghar char h kaht th ki ye bait e huzan kis k hai mutma.in is se musalm na mas h na yah d dost ky j niye ye char h e kuhan kis k hai vaa.iz ik aib se t paak hai y z t e hud varna be aib zam ne me chalan kis k hai aaj kuchh aur dino se hai siv isti hr q azm e tas h r phir ai she h e zaman kis k hai aa kh pa t hai har ik ahl e nazar k tum par tum me ruup ai gul o nasr n o saman kis k hai ishq udhar aql idhar dhun me chale hai ter rasta ab dekhiye dono me kathin kis k hai shaan dekh nah gar t ne chaman me us k valvala tujh me ye ai mur h e chaman kis k hai hai fas hat me masal vaa.iz o 'h l ' dono dekhn ye hai ki be l g su han kis k hai
حق وفا کے جو ہم جتانے لگے اپ کچھ کہہ کے مسکرانے لگے تھا یہاں دل میں طعن وصل عدو عذر ان کی زباں پہ انے لگے ہم کو جینا پڑے گا فرقت میں وہ اگر ہمت ازمانے لگے ڈر ہے میری زباں نہ کھل جائے اب وہ باتیں بہت بنانے لگے جان بچتی نظر نہیں اتی غیر الفت بہت جتانے لگے تم کو کرنا پڑے گا عذر جفا ہم اگر درد دل سنانے لگے سخت مشکل ہے شیوۂ تسلیم ہم بھی اخر کو جی چرانے لگے جی میں ہے لوں رضائے پیر مغاں قافلے پھر حرم کو جانے لگے سر باطن کو فاش کر یا رب اہل ظاہر بہت ستانے لگے وقت رخصت تھا سخت حالیؔ پر ہم بھی بیٹھے تھے جب وہ جانے لگے,haq vaf ke jo ham jat ne lage aap kuchh kah ke muskur ne lage th yah dil me t n e vasl e ad uzr un k zab pe aane lage ham ko jiin pa eg furqat me vo agar himmat zm ne lage dar hai mer zab na khul jaa.e ab vo b te bahut ban ne lage jaan bacht nazar nah aat hair ulfat bahut jat ne lage tum ko karn pa eg uzr e jaf ham agar dard e dil sun ne lage sa ht mushkil hai sheva e tasl m ham bh hir ko j chur ne lage j me hai luu raz e p r e mu h q file phir haram ko jaane lage sirr e b tin ko faash kar y rab ahl e z hir bahut sat ne lage vaqt e ru hsat th sa ht 'h l ' par ham bh baithe the jab vo jaane lage
دل سے خیال دوست بھلایا نہ جائے گا سینے میں داغ ہے کہ مٹایا نہ جائے گا تم کو ہزار شرم سہی مجھ کو لاکھ ضبط الفت وہ راز ہے کہ چھپایا نہ جائے گا اے دل رضائے غیر ہے شرط رضائے دوست زنہار بار عشق اٹھایا نہ جائے گا دیکھی ہیں ایسی ان کی بہت مہربانیاں اب ہم سے منہ میں موت کے جایا نہ جائے گا مے تند و ظرف حوصلۂ اہل بزم تنگ ساقی سے جام بھر کے پلایا نہ جائے گا راضی ہیں ہم کہ دوست سے ہو دشمنی مگر دشمن کو ہم سے دوست بنایا نہ جائے گا کیوں چھیڑتے ہو ذکر نہ ملنے کا رات کے پوچھیں گے ہم سبب تو بتایا نہ جائے گا بگڑیں نہ بات بات پہ کیوں جانتے ہیں وہ ہم وہ نہیں کہ ہم کو منایا نہ جائے گا ملنا ہے اپ سے تو نہیں حصر غیر پر کس کس سے اختلاط بڑھایا نہ جائے گا مقصود اپنا کچھ نہ کھلا لیکن اس قدر یعنی وہ ڈھونڈتے ہیں جو پایا نہ جائے گا جھگڑوں میں اہل دیں کے نہ حالیؔ پڑیں بس اپ قصہ حضور سے یہ چکایا نہ جائے گا,dil se hay l e dost bhul y na j .eg siine me daa h hai ki mit y na j .eg tum ko haz r sharm sah mujh ko laakh zabt ulfat vo raaz hai ki chhup y na j .eg ai dil raz e hair hai shart e raz e dost zinh r b r e ishq uth y na j .eg dekh hai ais un k bahut mehrb niy ab ham se mu h me maut ke jaay na j .eg mai tund o zarf e hausla e ahl e bazm ta g saaq se jaam bhar ke pil y na j .eg raaz hai ham ki dost se ho dushman magar dushman ko ham se dost ban y na j .eg kyuu chhe te ho zikr na milne k raat ke p chhe ge ham sabab to bat y na j .eg big e na baat baat pe kyuu j nte hai vo ham vo nah ki ham ko man y na j .eg miln hai aap se to nah hasr hair par kis kis se i htil t ba h y na j .eg maqs d apn kuchh na khul lekin is qadar ya.an vo dh dte hai jo paay na j .eg jhag o me ahl e d ke na 'h l ' pa e bas aap qissa huz r se ye chuk y na j .eg
اس کے جاتے ہی یہ کیا ہو گئی گھر کی صورت نہ وہ دیوار کی صورت ہے نہ در کی صورت کس سے پیمان وفا باندھ رہی ہے بلبل کل نہ پہچان سکے گی گل تر کی صورت ہے غم روز جدائی نہ نشاط شب وصل ہو گئی اور ہی کچھ شام و سحر کی صورت اپنی جیبوں سے رہیں سارے نمازی ہشیار اک بزرگ اتے ہیں مسجد میں خضر کی صورت دیکھیے شیخ مصور سے کھچے یا نہ کھچے صورت اور اپ سے بے عیب بشر کی صورت واعظو اتش دوزخ سے جہاں کو تم نے یہ ڈرایا ہے کہ خود بن گئے ڈر کی صورت کیا خبر زاہد قانع کو کہ کیا چیز ہے حرص اس نے دیکھی ہی نہیں کیسۂ زر کی صورت میں بچا تیر حوادث سے نشانہ بن کر اڑے ائی مری تسلیم سپر کی صورت شوق میں اس کے مزا درد میں اس کے لذت ناصحو اس سے نہیں کوئی مفر کی صورت حملہ اپنے پہ بھی اک بعد ہزیمت ہے ضرور رہ گئی ہے یہی اک فتح و ظفر کی صورت رہنماؤں کے ہوئے جاتے ہیں اوسان خطا راہ میں کچھ نظر اتی ہے خطر کی صورت یوں تو ایا ہے تباہی میں یہ بیڑا سو بار پر ڈراتی ہے بہت اج بھنور کی صورت ان کو حالیؔ بھی بلاتے ہیں گھر اپنے مہماں دیکھنا اپ کی اور اپ کے گھر کی صورت,us ke jaate h ye ky ho ga. ghar k s rat na vo d v r k s rat hai na dar k s rat kis se paim n e vaf b dh rah hai bulbul kal na pahch n sakeg gul e tar k s rat hai ham e roz e jud . na nash t e shab e vasl ho ga. aur h kuchh sh m o sahar k s rat apn jebo se rahe saare nam z hushy r ik buzurg aate hai masjid me hizar k s rat dekhiye shai h musavvir se khiche y na khiche s rat aur aap se be aib bashar k s rat v .izo tish e doza h se jah ko tum ne ye dar y hai ki hud ban ga.e dar k s rat ky habar z hid e q ne ko ki ky chiiz hai hirs us ne dekh h nah k sa e zar k s rat mai bach t r e hav dis se nish na ban kar aa e aa. mir tasl m e sipar k s rat shauq me us ke maz dard me us ke lazzat n seho us se nah ko mafar k s rat hamla apne pe bh ik b d e haz mat hai zar r rah ga. hai yah ik fat.h o zafar k s rat rahnum o ke hue jaate hai aus n hat raah me kuchh nazar aat hai hatar k s rat yuu to aay hai tab h me ye be sau baar par dar t hai bahut aaj bha var k s rat un ko 'h l ' bh bul te hai ghar apne mehm dekhn aap k aur aap ke ghar k s rat
بات کچھ ہم سے بن نہ ائی اج بول کر ہم نے منہ کی کھائی اج چپ پر اپنی بھرم تھے کیا کیا کچھ بات بگڑی بنی بنائی اج شکوہ کرنے کی خو نہ تھی اپنی پر طبیعت ہی کچھ بھر ائی اج بزم ساقی نے دی الٹ ساری خوب بھر بھر کے خم لنڈھائی اج معصیت پر ہے دیر سے یا رب نفس اور شرع میں لڑائی اج غالب اتا ہے نفس دوں یا شرع دیکھنی ہے تری خدائی اج چور ہے دل میں کچھ نہ کچھ یارو نیند پھر رات بھر نہ ائی اج زد سے الفت کی بچ کے چلنا تھا مفت حالیؔ نے چوٹ کھائی اج,baat kuchh ham se ban na aa. aaj bol kar ham ne mu h k khaa. aaj chup par apn bharam the ky ky kuchh baat big ban ban . aaj shikva karne k h na th apn par tab .at h kuchh bhar aa. aaj bazm saaq ne d ulat saar huub bhar bhar ke hum lu dh . aaj ma.asiyat par hai der se y rab nafs aur shara me la . aaj h lib aat hai nafs e d y shar.a dekhn hai tir hud . aaj chor hai dil me kuchh na kuchh yaaro niind phir raat bhar na aa. aaj zad se ulfat k bach ke chaln th muft 'h l ' ne chot khaa. aaj
بری اور بھلی سب گزر جائے گی یہ کشتی یوں ہی پار اتر جائے گی ملے گا نہ گلچیں کو گل کا پتا ہر اک پنکھڑی یوں بکھر جائے گی رہیں گے نہ ملاح یہ دن سدا کوئی دن میں گنگا اتر جائے گی ادھر ایک ہم اور زمانہ ادھر یہ بازی تو سو بسوے ہر جائے گی بناوٹ کی شیخی نہیں رہتی شیخ یہ عزت تو جائے گی پر جائے گی نہ پوری ہوئی ہیں امیدیں نہ ہوں یوں ہی عمر ساری گزر جائے گی سنیں گے نہ حالیؔ کی کب تک صدا یہی ایک دن کام کر جائے گی,bur aur bhal sab guzar j .eg ye kasht y h paar utar j .eg mileg na gulch ko gul k pat har ik pa khu yuu bikhar j .eg rahe ge na mall h ye din sad ko din me ga g utar j .eg idhar ek ham aur zam na udhar ye baaz to so bisve har j .eg ban vat k she h nah raht shai h ye izzat to j .eg par j .eg na puur hu hai um de na ho y h umr saar guzar j .eg sune ge na 'h l ' k kab tak sad yah ek din kaam kar j .eg
گھر ہے وحشت خیز اور بستی اجاڑ ہو گئی ایک اک گھڑی تجھ بن پہاڑ اج تک قصر امل ہے ناتمام بندھ چکی ہے بارہا کھل کھل کے پاڑ ہے پہنچنا اپنا چوٹی تک محال اے طلب نکلا بہت اونچا پہاڑ کھیلنا اتا ہے ہم کو بھی شکار پر نہیں زاہد کوئی ٹٹی کی اڑ دل نہیں روشن تو ہیں کس کام کے سو شبستاں میں اگر روشن ہیں جھاڑ عید اور نوروز ہے سب دل کے ساتھ دل نہیں حاضر تو دنیا ہے اجاڑ کھیت رستے پر ہے اور رہ رو سوار کشت ہے سرسبز اور نیچی ہے باڑ بات واعظ کی کوئی پکڑی گئی ان دنوں کم تر ہے کچھ ہم پر لتاڑ تم نے حالیؔ کھول کر ناحق زباں کر لیا ساری خدائی سے بگاڑ,ghar hai vahshat hez aur bast ujaa ho ga. ek ik gha tujh bin pah aaj tak qasr e amal hai n tam m ba dh chuk hai b r h khul khul ke paa hai pahu chn apn chot tak muh l ai talab nikl bahut ch pah kheln aat hai ham ko bh shik r par nah z hid ko tatt k aa dil nah raushan to hai kis kaam ke sau shabist me agar raushan hai jhaa iid aur nauroz hai sab dil ke saath dil nah h zir to duniy hai ujaa khet raste par hai aur rah rau sav r kisht hai sarsabz aur n ch hai baa baat vaa.iz k ko pak ga. in dino kam tar hai kuchh ham par lat tum ne 'h l ' khol kar n haq zab kar liy saar hud . se big
واں اگر جائیں تو لے کر جائیں کیا منہ اسے ہم جا کے یہ دکھلائیں کیا دل میں ہے باقی وہی حرص گناہ پھر کیے سے اپنے ہم پچھتائیں کیا اؤ لیں اس کو ہمیں جا کر منا اس کی بے پروائیوں پر جائیں کیا دل کو مسجد سے نہ مندر سے ہے انس ایسے وحشی کو کہیں بہلائیں کیا جانتا دنیا کو ہے اک کھیل تو کھیل قدرت کے تجھے دکھلائیں کیا عمر کی منزل تو جوں توں کٹ گئی مرحلے اب دیکھیے پیش ائیں کیا دل کو سب باتوں کی ہے ناصح خبر سمجھے سمجھائے کو بس سمجھائیں کیا مان لیجے شیخ جو دعویٰ کرے اک بزرگ دیں کو ہم جھٹلائیں کیا ہو چکے حالیؔ غزل خوانی کے دن راگنی بے وقت کی اب گائیں کیا,vaa agar jaa.e to le kar jaa.e ky mu h use ham j ke ye dikhl .e ky dil me hai baaq vah hirs e gun h phir kiye se apne ham pachht .e ky aao le us ko ham j kar man us k be parv .iyo par jaa.e ky dil ko masjid se na mandir se hai uns aise vahsh ko kah bahl .e ky j nt duniy ko hai ik khel t khel qudrat ke tujhe dikhl .e ky umr k manzil to juu tuu kat ga. marhale ab dekhiye pesh aa.e ky dil ko sab b to k hai n seh habar samjhe samjh .e ko bas samjh .e ky maan liije shai h jo da.av kare ik buzurg e d ko ham jhutl .e ky ho chuke 'h l ' hazal hv n ke din r gn be vaqt k ab gaa.e ky
غم فرقت ہی میں مرنا ہو تو دشوار نہیں شادی وصل بھی عاشق کو سزاوار نہیں خوبروئی کے لیے زشتیٔ خو بھی ہے ضرور سچ تو یہ ہے کہ کوئی تجھ سا طرح دار نہیں قول دینے میں تامل نہ قسم سے انکار ہم کو سچا نظر اتا کوئی اقرار نہیں کل خرابات میں اک گوشہ سے اتی تھی صدا دل میں سب کچھ ہے مگر رخصت گفتار نہیں حق ہوا کس سے ادا اس کی وفاداری کا جس کے نزدیک جفا باعث ازار نہیں دیکھتے ہیں کہ پہنچتی ہے وہاں کون سی راہ کعبہ و دیر سے کچھ ہم کو سروکار نہیں ہوں گے قائل وہ ابھی مطلع ثانی سن کر جو تجلی میں یہ کہتے ہیں کہ تکرار نہیں,ham e furqat h me marn ho to dushv r nah sh di e vasl bh shiq ko saz v r nah h b r ke liye zisht e h bh hai zar r sach to ye hai ki ko tujh s tarah d r nah qaul dene me ta.ammul na qasam se ink r ham ko sachch nazar aat ko iqr r nah kal har b t me ik goshe se aat th sad dil me sab kuchh hai magar ru hsat e guft r nah haq hu kis se ad us k vaf d r k jis ke nazd k jaf b .is e z r nah dekhte hai ki pahu cht hai vah kaun s raah ka.aba o dair se kuchh ham ko sarok r nah ho ge qaa.il vo abh matla e s n sun kar jo tajall me ye kahte hai ki takr r nah
